Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,Inter Crop,price,Season,Land Size,Previous Crop,Crop Rotation Score,N,P,K,pH,Fertilizer,Soil Health Score
2018,Hassan,5019,3605.4,208,Sandy loam ,Basin,2805,57.5,Ginger,Coconut,44235,Kharif,1,Cotton,2,190.5,16.6,205.1,6.78,MOP (Muriate of Potash),7.39
2018,Hassan,5019,3605.4,208,Sandy loam ,Basin,2805,57.5,Ginger,Turmeric,44235,Kharif,1,Paddy,2,187.2,16.8,195.5,6.5,MOP (Muriate of Potash),7
2018,Hassan,1374,3605.4,27,Laterite,Basin,338,54,Ginger,Pepper,43311,Kharif,1,Cotton,2,205.6,15,204,5.94,MOP (Muriate of Potash),7
2018,Hassan,1374,3605.4,27,Laterite,Basin,338,54,Ginger,Coconut,43311,Kharif,1,Tea,2,186.8,12.8,195.2,5.65,Dolomite Lime + MOP (Muriate of Potash),6.73
2018,Hassan,1374,3605.4,27,Laterite,Basin,338,54,Ginger,Turmeric,43311,Kharif,1,Blackgram,2,180.7,17.3,179.1,5.96,MOP (Muriate of Potash),6.84
2018,Hassan,14464,233,27,Red,Basin,109,54,Ginger,Pepper,43311,Kharif,1,Cardamum,1,188.7,14.6,168.1,5.96,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.62
2018,Hassan,14464,233,27,Red,Basin,109,54,Ginger,Coconut,43311,Kharif,1,Cardamum,1,180.9,11,172.2,6.03,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.6
2018,Hassan,14464,233,27,Red,Basin,109,54,Ginger,Turmeric,43311,Kharif,1,Pepper,2,166.4,11.2,191.5,5.92,MOP (Muriate of Potash),6.25
2018,Hassan,50975,3654,39,Gravelly sand,Basin,2628,55.5,Ginger,Pepper,45608,Rabi,1,Pepper,2,91.1,8.1,129,6.03,MOP (Muriate of Potash),4.87
2018,Hassan,50975,3654,39,Gravelly sand,Basin,2628,55.5,Ginger,Coconut,45608,Rabi,1,Pepper,2,94.7,7.9,126.3,6.35,MOP (Muriate of Potash),5.17
2018,Hassan,50975,3654,39,Gravelly sand,Basin,2628,55.5,Ginger,Turmeric,45608,Rabi,1,Blackgram,2,114.9,6.6,111.7,5.86,MOP (Muriate of Potash),4.77
2018,Hassan,10318,2746.2,27.2,Sandy loam,Basin,30362,57,Ginger,Pepper,234779,Zaid,1,Arecanut,2,187.2,18.4,218.6,6.41,MOP (Muriate of Potash),7.26
2018,Hassan,10318,2746.2,27.2,Sandy loam,Basin,30362,57,Ginger,Coconut,234779,Zaid,1,Coffee,2,160.7,17.3,208.3,6.83,MOP (Muriate of Potash),7.17
2018,Hassan,10318,2746.2,27.2,Sandy loam,Basin,30362,57,Ginger,Turmeric,234779,Zaid,1,Coconut,2,167.7,15.6,200.5,6.46,MOP (Muriate of Potash),6.74
2019,Hassan,206,3654,40,Gravelly sand,Basin,1939,58.5,Ginger,Pepper,234581,Rabi,1,Arecanut,2,124.4,7.4,122,6.21,MOP (Muriate of Potash),5.09
2019,Hassan,206,3654,40,Gravelly sand,Basin,1939,58.5,Ginger,Coconut,234581,Rabi,1,Cashew,2,120.9,6.7,123.3,5.99,MOP (Muriate of Potash),5.3
2019,Hassan,206,3654,40,Gravelly sand,Basin,1939,58.5,Ginger,Turmeric,234581,Rabi,1,Pepper,2,111.8,6.1,109,6.02,MOP (Muriate of Potash),4.77
2004,Hassan,13736,3522.8,27.2,Red laterite,Spray,395,57,Groundnut,Blackgram,4847,Kharif,4,Cardamum,2,160.7,14.8,156.4,6.15,SSP (Single Super Phosphate),6.91
2004,Hassan,13736,3522.8,27.2,Red laterite,Spray,395,57,Groundnut,Castor,4847,Kharif,4,Blackgram,1,189.4,9.1,178,5.78,FYM (Farm Yard Manure) + Dolomite Lime + SSP (Single Super Phosphate),5.12
2004,Hassan,13736,3522.8,27.2,Red laterite,Spray,395,57,Groundnut,Pearl millet,4847,Kharif,4,Coconut,2,151.6,11.4,187.4,5.61,Dolomite Lime + SSP (Single Super Phosphate),5.88
2004,Hassan,13736,3522.8,27.2,Red laterite,Spray,395,57,Groundnut,Sesame,4847,Kharif,4,Paddy,2,173.5,12,184.9,5.66,Dolomite Lime + SSP (Single Super Phosphate),6.17
2005,Hassan,14003,3522.8,27.1,Red laterite,Spray,187,55,Groundnut,Blackgram,51239,Kharif,4,Cardamum,2,177.3,13.1,176.8,6.26,SSP (Single Super Phosphate),7.07
2005,Hassan,14003,3522.8,27.1,Red laterite,Spray,187,55,Groundnut,Castor,51239,Kharif,4,Cotton,2,182.9,9.3,168.8,5.88,SSP (Single Super Phosphate),6.07
2005,Hassan,14003,3522.8,27.1,Red laterite,Spray,187,55,Groundnut,Pearl millet,51239,Kharif,4,Coffee,2,162.4,11.7,165.4,5.9,SSP (Single Super Phosphate),6.06
2005,Hassan,14003,3522.8,27.1,Red laterite,Spray,187,55,Groundnut,Sesame,51239,Kharif,4,Arecanut,2,189.2,9.5,186.9,5.94,SSP (Single Super Phosphate),6.32
2006,Hassan,14179,3522.8,27.1,Red laterite,Spray,187,56,Groundnut,Blackgram,216396,Kharif,4,Cotton,2,174.9,14,164.4,5.9,SSP (Single Super Phosphate),6.97
2006,Hassan,14179,3522.8,27.1,Red laterite,Spray,187,56,Groundnut,Castor,216396,Kharif,4,Cotton,2,166.4,11.2,187,6.18,SSP (Single Super Phosphate),6.27
2006,Hassan,14179,3522.8,27.1,Red laterite,Spray,187,56,Groundnut,Pearl millet,216396,Kharif,4,Blackgram,1,154.4,9.6,167.1,5.67,FYM (Farm Yard Manure) + Dolomite Lime + SSP (Single Super Phosphate),4.66
2006,Hassan,14179,3522.8,27.1,Red laterite,Spray,187,56,Groundnut,Sesame,216396,Kharif,4,Coconut,2,174.8,9.9,170.9,5.61,Dolomite Lime + SSP (Single Super Phosphate),5.88
2007,Hassan,14319,2903.1,27.1,Red laterite,Spray,121,54,Groundnut,Blackgram,2644,Kharif,4,Coffee,2,162.7,13.1,169.4,6.28,SSP (Single Super Phosphate),6.87
2007,Hassan,14319,2903.1,27.1,Red laterite,Spray,121,54,Groundnut,Castor,2644,Kharif,4,Coffee,2,185,11.2,151.8,6.19,SSP (Single Super Phosphate),6.22
2007,Hassan,14319,2903.1,27.1,Red laterite,Spray,121,54,Groundnut,Pearl millet,2644,Kharif,4,Arecanut,2,186.4,13.9,155.1,6.3,SSP (Single Super Phosphate),6.48
2007,Hassan,14319,2903.1,27.1,Red laterite,Spray,121,54,Groundnut,Sesame,2644,Kharif,4,Ginger,2,160.3,13.3,186.3,5.76,Dolomite Lime + SSP (Single Super Phosphate),6.22
2008,Hassan,14464,2903.1,26.8,Red laterite,Spray,103,58,Groundnut,Blackgram,44235,Kharif,4,Cardamum,2,186.3,10.9,189.1,5.8,SSP (Single Super Phosphate),6.93
2008,Hassan,14464,2903.1,26.8,Red laterite,Spray,103,58,Groundnut,Castor,44235,Kharif,4,Cardamum,2,188.1,9.3,178.4,5.97,SSP (Single Super Phosphate),6.25
2008,Hassan,14464,2903.1,26.8,Red laterite,Spray,103,58,Groundnut,Pearl millet,44235,Kharif,4,Coconut,2,169.1,10.3,178.2,5.73,Dolomite Lime + SSP (Single Super Phosphate),5.98
2008,Hassan,14464,2903.1,26.8,Red laterite,Spray,103,58,Groundnut,Sesame,44235,Kharif,4,Cardamum,2,172.1,10.5,188.2,5.62,Dolomite Lime + SSP (Single Super Phosphate),6.03
2009,Hassan,14876,2903.1,26.8,Red laterite,Spray,71,58,Groundnut,Blackgram,203317,Kharif,4,Cotton,2,158,10.5,166.6,5.76,Dolomite Lime + SSP (Single Super Phosphate),6.43
2009,Hassan,14876,2903.1,26.8,Red laterite,Spray,71,58,Groundnut,Castor,203317,Kharif,4,Arecanut,2,169.7,14.2,178.5,6.01,SSP (Single Super Phosphate),6.5
2009,Hassan,14876,2903.1,26.8,Red laterite,Spray,71,58,Groundnut,Pearl millet,203317,Kharif,4,Arecanut,2,153.6,13.2,156.7,6.15,SSP (Single Super Phosphate),6.1
2009,Hassan,14876,2903.1,26.8,Red laterite,Spray,71,58,Groundnut,Sesame,203317,Kharif,4,Coffee,2,160,11.5,164,6.2,SSP (Single Super Phosphate),6.08
2010,Hassan,14976,2996.6,26.8,Red laterite,Spray,3961,59,Groundnut,Blackgram,2134,Kharif,4,Cotton,2,155.1,12.4,155.7,6.09,SSP (Single Super Phosphate),6.65
2010,Hassan,14976,2996.6,26.8,Red laterite,Spray,3961,59,Groundnut,Castor,2134,Kharif,4,Coffee,2,186.2,11.6,169.5,6.25,SSP (Single Super Phosphate),6.38
2010,Hassan,14976,2996.6,26.8,Red laterite,Spray,3961,59,Groundnut,Pearl millet,2134,Kharif,4,Paddy,2,170.8,11.9,173.1,6.08,SSP (Single Super Phosphate),6.28
2010,Hassan,14976,2996.6,26.8,Red laterite,Spray,3961,59,Groundnut,Sesame,2134,Kharif,4,Cotton,2,154.3,13.9,167.4,5.65,Dolomite Lime + SSP (Single Super Phosphate),6.01
2011,Hassan,15009,2996.6,37,Red laterite,Spray,4247,50,Groundnut,Blackgram,45186,Kharif,4,Paddy,2,181.4,11.3,154,6.04,SSP (Single Super Phosphate),6.81
2011,Hassan,15009,2996.6,37,Red laterite,Spray,4247,50,Groundnut,Castor,45186,Kharif,4,Coffee,2,185.2,14.3,188.3,6.21,SSP (Single Super Phosphate),6.73
2011,Hassan,15009,2996.6,37,Red laterite,Spray,4247,50,Groundnut,Pearl millet,45186,Kharif,4,Cocoa,2,150.1,11.3,182.7,5.86,SSP (Single Super Phosphate),6
2011,Hassan,15009,2996.6,37,Red laterite,Spray,4247,50,Groundnut,Sesame,45186,Kharif,4,Cotton,2,174.1,12.6,164.6,6.23,SSP (Single Super Phosphate),6.31
2012,Hassan,15114,2996.6,37,Black cotton,Spray,3290,54,Groundnut,Blackgram,238542,Kharif,4,Cashew,1,250.1,18.8,309.9,7.3,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2012,Hassan,15114,2996.6,37,Black cotton,Spray,3290,54,Groundnut,Castor,238542,Kharif,4,Ginger,2,237.1,19.1,302.6,7.47,SSP (Single Super Phosphate),7.4
2012,Hassan,15114,2996.6,37,Black cotton,Spray,3290,54,Groundnut,Pearl millet,238542,Kharif,4,Tea,2,261.5,20.2,280.2,7.52,SSP (Single Super Phosphate),7.38
2012,Hassan,15114,2996.6,37,Black cotton,Spray,3290,54,Groundnut,Sesame,238542,Kharif,4,Cardamum,2,265.7,17.2,275.2,7.59,SSP (Single Super Phosphate),7.24
2013,Hassan,16224,3522.8,37,Black cotton,Spray,3138,53,Groundnut,Blackgram,1516,Kharif,4,Ginger,2,264.7,21.4,305.5,7.33,SSP (Single Super Phosphate),8
2013,Hassan,16224,3522.8,37,Black cotton,Spray,3138,53,Groundnut,Castor,1516,Kharif,4,Pepper,2,255.9,19.3,272,7.45,SSP (Single Super Phosphate),7.4
2013,Hassan,16224,3522.8,37,Black cotton,Spray,3138,53,Groundnut,Pearl millet,1516,Kharif,4,Ginger,2,250.2,19.9,290.1,7.3,SSP (Single Super Phosphate),7.4
2013,Hassan,16224,3522.8,37,Black cotton,Spray,3138,53,Groundnut,Sesame,1516,Kharif,4,Coffee,2,236.9,17.7,276.4,7.12,SSP (Single Super Phosphate),7.38
2014,Hassan,17095,3522.8,38,Black cotton,Spray,3423,52,Groundnut,Blackgram,57259,Kharif,4,Pepper,2,268.9,16.9,280.8,7.35,SSP (Single Super Phosphate),7.91
2014,Hassan,17095,3522.8,38,Black cotton,Spray,3423,52,Groundnut,Castor,57259,Kharif,4,Arecanut,2,254.4,16.9,301.7,7.47,SSP (Single Super Phosphate),7.31
2014,Hassan,17095,3522.8,38,Black cotton,Spray,3423,52,Groundnut,Pearl millet,57259,Kharif,4,Arecanut,2,239.5,17.7,307.5,7.5,SSP (Single Super Phosphate),7.38
2014,Hassan,17095,3522.8,38,Black cotton,Spray,3423,52,Groundnut,Sesame,57259,Kharif,4,Tea,2,257.9,16.5,286.7,7.34,SSP (Single Super Phosphate),7.28
2015,Hassan,17512,3522.8,38,Black cotton,Spray,3899,51,Groundnut,Blackgram,234779,Kharif,4,Coconut,2,237.5,18.7,294,7.2,SSP (Single Super Phosphate),8
2015,Hassan,17512,3522.8,38,Black cotton,Spray,3899,51,Groundnut,Castor,234779,Kharif,4,Cocoa,2,261.2,21,282.9,7.5,SSP (Single Super Phosphate),7.4
2015,Hassan,17512,3522.8,38,Black cotton,Spray,3899,51,Groundnut,Pearl millet,234779,Kharif,4,Ginger,2,234.1,21,276.1,7.05,SSP (Single Super Phosphate),7.4
2015,Hassan,17512,3522.8,38,Black cotton,Spray,3899,51,Groundnut,Sesame,234779,Kharif,4,Ginger,2,255.7,18.8,306.3,7.22,SSP (Single Super Phosphate),7.4
2016,Hassan,17587,3729.8,38,Black cotton,Spray,4015,57,Groundnut,Blackgram,1493,Kharif,4,Cocoa,2,241.5,19,288.2,7.21,SSP (Single Super Phosphate),8
2016,Hassan,17587,3729.8,38,Black cotton,Spray,4015,57,Groundnut,Castor,1493,Kharif,4,Cashew,1,257.7,20.6,304.1,7.58,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),6.32
2016,Hassan,17587,3729.8,38,Black cotton,Spray,4015,57,Groundnut,Pearl millet,1493,Kharif,4,Arecanut,2,240.7,20.3,285.8,7.41,SSP (Single Super Phosphate),7.4
2016,Hassan,17587,3729.8,38,Black cotton,Spray,4015,57,Groundnut,Sesame,1493,Kharif,4,Coconut,2,249,22,299.2,7.57,SSP (Single Super Phosphate),7.33
2017,Hassan,17771,3729.8,39,Black cotton,Spray,4279,57,Groundnut,Blackgram,64409,Kharif,4,Paddy,2,263.4,21.4,302.6,7.28,SSP (Single Super Phosphate),8
2017,Hassan,17771,3729.8,39,Black cotton,Spray,4279,57,Groundnut,Castor,64409,Kharif,4,Cocoa,2,240.1,18.2,270.8,7.31,SSP (Single Super Phosphate),7.4
2017,Hassan,17771,3729.8,39,Black cotton,Spray,4279,57,Groundnut,Pearl millet,64409,Kharif,4,Ginger,2,250.2,19.2,309,7.55,SSP (Single Super Phosphate),7.35
2017,Hassan,17771,3729.8,39,Black cotton,Spray,4279,57,Groundnut,Sesame,64409,Kharif,4,Arecanut,2,236.5,18.2,287,7.22,SSP (Single Super Phosphate),7.4
2018,Hassan,17825,3729.8,39,Black cotton,Spray,4167,60,Groundnut,Blackgram,249978,Kharif,4,Pepper,2,261.9,19.1,292.9,7.51,SSP (Single Super Phosphate),7.99
2018,Hassan,17825,3729.8,39,Black cotton,Spray,4167,60,Groundnut,Castor,249978,Kharif,4,Arecanut,2,262.2,16.8,298.6,7.26,SSP (Single Super Phosphate),7.3
2018,Hassan,17825,3729.8,39,Black cotton,Spray,4167,60,Groundnut,Pearl millet,249978,Kharif,4,Coconut,2,241.8,16.3,289.5,7.21,SSP (Single Super Phosphate),7.26
2018,Hassan,17825,3729.8,39,Black cotton,Spray,4167,60,Groundnut,Sesame,249978,Kharif,4,Paddy,2,240.1,20.2,300.8,7.15,SSP (Single Super Phosphate),7.4
2004,Hassan,4,233,27,Red laterite,Spray,6589,57,Paddy,Pulse crops,234581,Kharif,4,Coffee,2,152,14.1,150.4,6.26,SSP (Single Super Phosphate),6.72
2004,Hassan,4,233,27,Red laterite,Spray,6589,57,Paddy,Green gram,234581,Kharif,4,Coffee,2,175.1,10.9,159.9,5.61,SSP (Single Super Phosphate),6.49
2004,Hassan,4,233,27,Red laterite,Spray,6589,57,Paddy,Black gram,234581,Kharif,4,Coconut,1,159.4,9.8,174.5,5.72,FYM (Farm Yard Manure) + Dolomite Lime + Urea,4.81
2004,Hassan,2034,3605.4,42,Sandy,Spray,836,54.5,Paddy,Pulse crops,200000,Kharif,4,Blackgram,1,121.1,9.5,111.9,6.03,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),4.77
2004,Hassan,2034,3605.4,42,Sandy,Spray,836,54.5,Paddy,Green gram,200000,Kharif,4,Ginger,2,101.5,6.2,129.6,6.25,SSP (Single Super Phosphate),5.42
2004,Hassan,2034,3605.4,42,Sandy,Spray,836,54.5,Paddy,Black gram,200000,Kharif,4,Tea,1,131.9,8.6,118.1,6.41,FYM (Farm Yard Manure) + Urea,4.24
2004,Hassan,7028,3522.8,41,Clay loam,Spray,2,57,Paddy,Pulse crops,234581,Rabi,4,Cardamum,2,238.5,21.6,244.9,6.99,SSP (Single Super Phosphate),8
2004,Hassan,7028,3522.8,41,Clay loam,Spray,2,57,Paddy,Green gram,234581,Rabi,4,Cardamum,2,223.1,22.7,265.9,6.95,SSP (Single Super Phosphate),8
2004,Hassan,7028,3522.8,41,Clay loam,Spray,2,57,Paddy,Black gram,234581,Rabi,4,Coffee,2,234.8,23.3,269.6,7.09,Urea,7.4
2004,Hassan,7403,3522.8,42,Clay loam,Spray,836,57,Paddy,Pulse crops,646,Rabi,4,Cocoa,2,231.4,24.1,274.9,6.9,SSP (Single Super Phosphate),8
2004,Hassan,7403,3522.8,42,Clay loam,Spray,836,57,Paddy,Green gram,646,Rabi,4,Ginger,2,226.5,24.6,263.3,6.65,SSP (Single Super Phosphate),8
2004,Hassan,7403,3522.8,42,Clay loam,Spray,836,57,Paddy,Black gram,646,Rabi,4,Coconut,1,245.7,20.2,269.9,7.13,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,7501,3729.8,42,Clay loam,Spray,806,54,Paddy,Pulse crops,43562,Rabi,4,Cashew,1,248.1,20.3,263.9,6.9,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2004,Hassan,7501,3729.8,42,Clay loam,Spray,806,54,Paddy,Green gram,43562,Rabi,4,Cardamum,2,223.2,20.5,262.5,6.94,SSP (Single Super Phosphate),8
2004,Hassan,7501,3729.8,42,Clay loam,Spray,806,54,Paddy,Black gram,43562,Rabi,4,Pepper,1,214.2,23.7,269.5,7.14,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,7714,3729.8,42,Clay loam,Spray,880,54.5,Paddy,Pulse crops,200000,Rabi,4,Pepper,1,246.2,22.5,278.1,7.21,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2004,Hassan,7714,3729.8,42,Clay loam,Spray,880,54.5,Paddy,Green gram,200000,Rabi,4,Ginger,2,221.9,21,257.4,6.88,SSP (Single Super Phosphate),8
2004,Hassan,7714,3729.8,42,Clay loam,Spray,880,54.5,Paddy,Black gram,200000,Rabi,4,Cardamum,2,233,23.5,270,6.96,Urea,7.4
2004,Hassan,7856,3729.8,43,Clay loam,Spray,770,56.6,Paddy,Pulse crops,4847,Rabi,4,Cardamum,2,214.2,25.1,252.4,7.28,SSP (Single Super Phosphate),8
2004,Hassan,7856,3729.8,43,Clay loam,Spray,770,56.6,Paddy,Green gram,4847,Rabi,4,Cocoa,2,214.7,25.7,243.6,6.76,SSP (Single Super Phosphate),8
2004,Hassan,7856,3729.8,43,Clay loam,Spray,770,56.6,Paddy,Black gram,4847,Rabi,4,Tea,1,211.9,24.2,274,6.9,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,32,2746.2,27,Clay loam,Spray,395,55.5,Paddy,Pulse crops,51239,Rabi,4,Arecanut,1,247.1,23.5,265.2,7.19,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2004,Hassan,32,2746.2,27,Clay loam,Spray,395,55.5,Paddy,Green gram,51239,Rabi,4,Blackgram,1,221.9,22.1,276.2,7.23,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2004,Hassan,32,2746.2,27,Clay loam,Spray,395,55.5,Paddy,Black gram,51239,Rabi,4,Ginger,2,249.1,25.4,245.1,7.18,Urea,7.4
2004,Hassan,1,2746.2,27,Clay loam,Spray,187,58.5,Paddy,Pulse crops,216396,Rabi,4,Cardamum,2,226.4,25.9,258.9,6.99,SSP (Single Super Phosphate),8
2004,Hassan,1,2746.2,27,Clay loam,Spray,187,58.5,Paddy,Green gram,216396,Rabi,4,Ginger,2,231.2,21.9,243,7.23,SSP (Single Super Phosphate),8
2004,Hassan,1,2746.2,27,Clay loam,Spray,187,58.5,Paddy,Black gram,216396,Rabi,4,Coffee,2,242.1,20.8,271.1,7.04,Urea,7.4
2004,Hassan,30,2746.2,27,Clay loam,Spray,187,59.5,Paddy,Pulse crops,2644,Rabi,4,Arecanut,1,226.4,21.5,274.4,7.09,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2004,Hassan,30,2746.2,27,Clay loam,Spray,187,59.5,Paddy,Green gram,2644,Rabi,4,Ginger,2,231.9,23.7,243.6,6.93,SSP (Single Super Phosphate),8
2004,Hassan,30,2746.2,27,Clay loam,Spray,187,59.5,Paddy,Black gram,2644,Rabi,4,Tea,1,217.7,21.3,266.5,7.24,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,6,3360,27,Clay loam,Spray,121,55,Paddy,Pulse crops,44235,Rabi,4,Cardamum,2,226.2,21.2,265.9,7.21,SSP (Single Super Phosphate),8
2004,Hassan,6,3360,27,Clay loam,Spray,121,55,Paddy,Green gram,44235,Rabi,4,Ginger,2,239.9,25.2,261.5,7.13,SSP (Single Super Phosphate),8
2004,Hassan,6,3360,27,Clay loam,Spray,121,55,Paddy,Black gram,44235,Rabi,4,Pepper,1,215.6,22.1,255.6,6.96,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,15,3360,27,Clay loam,Spray,103,53,Paddy,Pulse crops,203317,Rabi,4,Cocoa,2,247.2,25.2,245.4,6.72,SSP (Single Super Phosphate),8
2004,Hassan,15,3360,27,Clay loam,Spray,103,53,Paddy,Green gram,203317,Rabi,4,Ginger,2,224.3,21.7,264.6,7.23,SSP (Single Super Phosphate),8
2004,Hassan,15,3360,27,Clay loam,Spray,103,53,Paddy,Black gram,203317,Rabi,4,Pepper,1,248.5,23.9,273.5,6.97,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,4,3360,27,Clay loam,Spray,71,53.5,Paddy,Pulse crops,2134,Rabi,4,Cocoa,2,218.3,23.1,262.2,7.12,SSP (Single Super Phosphate),8
2004,Hassan,4,3360,27,Clay loam,Spray,71,53.5,Paddy,Green gram,2134,Rabi,4,Tea,1,218.8,22.2,254.6,7.27,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2004,Hassan,4,3360,27,Clay loam,Spray,71,53.5,Paddy,Black gram,2134,Rabi,4,Cashew,1,227.8,24.5,270,6.79,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,39,3605.4,27.2,Clay loam,Spray,3961,52.5,Paddy,Pulse crops,45186,Rabi,4,Tea,1,232.9,25.4,259,7.26,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2004,Hassan,39,3605.4,27.2,Clay loam,Spray,3961,52.5,Paddy,Green gram,45186,Rabi,4,Tea,1,218.6,20.4,275.7,7.19,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2004,Hassan,39,3605.4,27.2,Clay loam,Spray,3961,52.5,Paddy,Black gram,45186,Rabi,4,Cashew,1,249.7,24.1,277.5,7.18,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,6,3605.4,27.2,Clay loam,Spray,4247,56,Paddy,Pulse crops,238542,Rabi,4,Arecanut,1,243.8,23.4,255.3,7.25,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2004,Hassan,6,3605.4,27.2,Clay loam,Spray,4247,56,Paddy,Green gram,238542,Rabi,4,Ginger,2,227.3,23.2,257.8,7,SSP (Single Super Phosphate),8
2004,Hassan,6,3605.4,27.2,Clay loam,Spray,4247,56,Paddy,Black gram,238542,Rabi,4,Tea,1,228.8,20.3,275.3,6.91,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,12,3605.4,27.2,Clay loam,Spray,3290,57,Paddy,Pulse crops,1516,Rabi,4,Cardamum,2,233.6,20.8,240.1,6.77,SSP (Single Super Phosphate),8
2004,Hassan,12,3605.4,27.2,Clay loam,Spray,3290,57,Paddy,Green gram,1516,Rabi,4,Cocoa,2,238.2,20.6,276.4,6.75,SSP (Single Super Phosphate),8
2004,Hassan,12,3605.4,27.2,Clay loam,Spray,3290,57,Paddy,Black gram,1516,Rabi,4,Groundnut,1,218.2,21.1,240.6,7.14,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,3,3512.4,27,Clay loam,Spray,3138,57.5,Paddy,Pulse crops,200000,Rabi,4,Cardamum,2,245,23.7,247.5,6.8,SSP (Single Super Phosphate),8
2004,Hassan,3,3512.4,27,Clay loam,Spray,3138,57.5,Paddy,Green gram,200000,Rabi,4,Cotton,1,229,25.7,249.9,7.11,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2004,Hassan,3,3512.4,27,Clay loam,Spray,3138,57.5,Paddy,Black gram,200000,Rabi,4,Cashew,1,227.6,21.8,258.2,6.65,FYM (Farm Yard Manure) + Urea,6.4
2004,Hassan,177,2903.1,27,Loam,Spray,806,57,Paddy,Pulse crops,234581,Rabi,4,Ginger,2,231.9,19.5,249,6.55,SSP (Single Super Phosphate),8
2004,Hassan,177,2903.1,27,Loam,Spray,806,57,Paddy,Green gram,234581,Rabi,4,Coffee,2,238.2,19.2,255.3,7.07,SSP (Single Super Phosphate),8
2004,Hassan,177,2903.1,27,Loam,Spray,806,57,Paddy,Black gram,234581,Rabi,4,Pepper,1,238.7,20.9,249.1,6.76,FYM (Farm Yard Manure) + Urea,6.4
2005,Hassan,39,234,27,Red laterite,Spray,5107,57,Paddy,Pulse crops,646,Kharif,4,Cashew,1,157.4,11.7,156.6,6.29,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),5.62
2005,Hassan,39,234,27,Red laterite,Spray,5107,57,Paddy,Green gram,646,Kharif,4,Cocoa,2,153.8,12.5,175.1,5.98,SSP (Single Super Phosphate),6.76
2005,Hassan,39,234,27,Red laterite,Spray,5107,57,Paddy,Black gram,646,Kharif,4,Cashew,1,176.5,9.7,172.2,5.8,FYM (Farm Yard Manure) + Urea,5.01
2005,Hassan,2035,3512.4,43,Sandy,Spray,806,56.6,Paddy,Pulse crops,4847,Kharif,4,Cocoa,2,137.6,10.6,138.9,6.03,SSP (Single Super Phosphate),6.21
2005,Hassan,2035,3512.4,43,Sandy,Spray,806,56.6,Paddy,Green gram,4847,Kharif,4,Cocoa,2,111.4,7.2,100.4,6.19,SSP (Single Super Phosphate),5.4
2005,Hassan,2035,3512.4,43,Sandy,Spray,806,56.6,Paddy,Black gram,4847,Kharif,4,Cashew,1,127.2,7.4,120.4,6.71,FYM (Farm Yard Manure) + Urea,4.11
2005,Hassan,10723,2996.6,27,Loam,Spray,880,57,Paddy,Pulse crops,646,Rabi,4,Tea,1,227.8,20.4,234.9,6.82,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2005,Hassan,10723,2996.6,27,Loam,Spray,880,57,Paddy,Green gram,646,Rabi,4,Blackgram,1,207.1,21.8,234.6,7.1,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),7
2005,Hassan,10723,2996.6,27,Loam,Spray,880,57,Paddy,Black gram,646,Rabi,4,Cotton,1,230.3,21.7,234.6,6.65,FYM (Farm Yard Manure) + Urea,6.4
2006,Hassan,6,234,27,Red laterite,Spray,5518,54,Paddy,Pulse crops,43562,Kharif,4,Coffee,2,181,11.9,159,5.74,SSP (Single Super Phosphate),6.71
2006,Hassan,6,234,27,Red laterite,Spray,5518,54,Paddy,Green gram,43562,Kharif,4,Arecanut,1,156.6,13.7,159.2,5.97,FYM (Farm Yard Manure) + SSP (Single Super Phosphate),5.77
2006,Hassan,6,234,27,Red laterite,Spray,5518,54,Paddy,Black gram,43562,Kharif,4,Groundnut,1,168.1,12.5,185.1,6.21,FYM (Farm Yard Manure) + Urea,5.38
